3,,,,,,,,,,,,,,,,Stream #1,,,,,,,,,,,Stream #2,,,,,,,Stream #3,,,,,,
Photonum,SortChem,Old Micronum,Site Name,Date,Sample_Collection_Time_hr,H2O2_start_time_hr,Sample_Depth_m,Water_Depth_m,Water_type,Cond_(uS/cm),pH,Water_cdtns,Wind_speed_kts,Sky_cdtns,NOTES:,C-SCG,C-FISH,C-NA,100-TEM,100-LTR,53-TEM,53-LTR,3-NA,0.22-NA,V-SYBR,V-Cult,Abs/EEM,DOC,BacResp,BacProd,H2O2 snapshot,H2O2 whole,H2O2 filtered,100 µm - EtOH,100 µm - Gly,20 µm - EtOH,20 µm - Gly,.8 µm - EtOH,.8 µm - Gly,.45 µm - virus
,E2014-1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,E2014-1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
